Date,MonthYear,,Attack Name,Network,Type of attack,Type of Protocol,Losses in USD,Deplorer Adress,Attacker,Attacker Smart Contracts,Attacked Protocol Addresses,Exploit is happening during smart contract creation,Forta Detected,Detected For Protocol,AlertId,Time of Alert,ExploitTxHash,Time of Exploit Tx,Diff,Diff in sec,Detected Early or During Exploit,Super Early,Alert id - Beta,Time of Beta/beta alt or Lean AD,DIff with exploit in secs,prod vs beta/lean -diff in secs,Time to Detect Comment,Victim,Status,Victim Comment,Comment,Indication of performance issue,Github Issue,Bullet points,ProtocolContracts,MatchingAlertHashesForProtocolContracts_TPs,MatchingAlertHashesForProtocolContracts_FPs,FP Count,MEV FrontRun,Hyperlink,# of TX to any protocol address where a new contract is created (60days prior to attack),,Funded by,Funder exploit contract
7/4/2023,20237,,Bao Community,Mainnet,,,,,"0x00693a01221a5e93fb872637e3a9391ef5f48300,0x3f99d5cd830203a3027eb0ed6548db7f81c3408f",,,,FN,,,,0xdd7dd68cd879d07cfc2cb74606baa2a5bf18df0e3bda9f6b43f904f4f7bbdfc1,Jul-04-2023 01:30:47 PM +UTC,,,,,,,,,,,,,"No TC funding alert (https://etherscan.io/address/0xebfc5f4958b07da556678e2015d32722949645ac#internaltx, 
https://etherscan.io/tx/0x4b29881a14789413e0a540aa9e82dbd79c835bc9d98662d83ece56f3f488e2c6)
No alert during exploit contract deployment(https://etherscan.io/address/0x3f99d5cd830203a3027eb0ed6548db7f81c3408f#internaltx). Was deployed 70 days before exploit by another EOA.
No TC laudering alert
https://etherscan.io/tx/0xc0320b451a29b711abd075eed1bd5184e3b7ebf62510b46e9197ffdf4e4c374f
https://etherscan.io/tx/0xb472e9581b0ec70b9a856eb86102c6fdd57fc45764daca562183f981b5070431
https://etherscan.io/tx/0x4f3ef45d638b705ccb22a9221522ab009b5b8530c6ea5689adf91b681594d131",,,,"0x5ee08f40b637417bcC9d2C51B62F4820ec9cF5D8,0xb0f8Fe96b4880adBdEDE0dDF446bd1e7EF122C4e,0xf4edfad26EE0D23B69CA93112eccE52704E0006f,0x3dFc49e5112005179Da613BdE5973229082dAc35,0x8Bf70DFE40F07a5ab715F7e888478d9D3680a2B6,0x885D90A424f87D362C9369C0F3d9A2d28AF495F4,0x235b30088E66d2D28F137b422B9349fBa51E0248,0x840e75261c2934f33C8766F6eA6235330DC1D72d,0x7492Aa25Dcb4013925c199Ded466Fdf9baa6A380,0x3dCe48CfC0bEA704ec1640b34b33eC55F97D3056,0x9Ec01C8315FB3062C9C790c368b0001A84E94A74,0x1390c3ffb3f45864641f08bcc66211935B10D753,0xe7f3a90AEe824a55B0F8969b6e29698966EE0191,0x0a39eE038AcA8363EDB6876d586c5c7B9336a562,0x675F82DF9e2fC99F8E18D0134eDA68F9232c0Af9,0xdae71239d7f277824700dfc45b575e6aa21e2294,0x15174daafd4a72f282cf875a839d1abe9bf444c1,0x8fbcb931409d7118949b92c0ed2d692f6bcb3d92,0x0e7b7f385dc87e515b44e05233c340d474ea9d7c,0x123Ec6701097d1C95771d0b8Fa48B0d88E7D7B62,0x7945b0A6674b175695e5d1D08aE1e6F13744Abb0,0xce391315b414d4c7555956120461d21808a69f3a,0xa1e3F062CE5825c1e19207cd93CEFdaD82A8A631",0x7374f3c6ee721802f04eb7237f60c9d3f8a045098803b9da573f4bf8b7328306,,,,,,,,
7/5/2023,20237,,Rodeo Finance,Arb,,,,,"0x20de06dcf497911aca02529628383c7599dacfb9,0xbc7070605e9052c8c2c8b04732fcb85199d8246b",,,,FN,,,,0xd786d24dc9fd2972d87fd67c3807756fc927d90d07bd43bc06b67224711d2944,Jul-04-2023 06:30:49 PM +UTC,,,,,,,,,,,,,"No alert during funding(Unknown source, https://arbiscan.io/tx/0x0dc2ca1799545ad996efb91fcf19faf548ace7775e91fd7a94cf270803cea635)
No preparation alert during exploit contract deployment (https://arbiscan.io/tx/0x4c46d995f1a6a91d81e0d166ba6ff8d895176ea76ec1eea10bedabb135d488fc) 
High gas use alert during the exploitation.
(https://explorer.forta.network/alert/0x5a58ee0a94fafbd4fcafc54050ef3319206c1826cee6d1f786311f92f0ed0f08)
FLD_Laundering and text messaging alerts during laundering
(https://explorer.forta.network/alert/0x1d4ffc79a5609709123aae2f255859735eee4cee0165d5be48cec8ee8d582260,
https://explorer.forta.network/alert/0x8de472e1a47eb1a7b7ba855a930bebf317b5d0cc661e06da52cfaafb17ba3759)
Should have triggered ATTACK-DETECTOR-3, possible perf issue or entity clustering group issue",,,,"0x8accf43Dd31DfCd4919cc7d65912A475BfA60369,0x9D6A853Da8BF51386240Ad1ed19E13C48dF3a2A7,0x6f456005A7CfBF0228Ca98358f60E6AE1d347E18,0x5e4d7F61cC608485A2E4F105713D26D58a9D0cF6,0x0032F5E1520a66C6E572e96A11fBF54aea26f9bE,0x3D288C83b6030f86d83E5C8Dc4150382004471A8,0xaB7d6293CE715F12879B9fa7CBaBbFCE3BAc0A5a,0x033f193b3Fceb22a440e89A2867E8FEE181594D9,0x45a58482c3B8Ce0e8435E407fC7d34266f0A010D,0x5180Dce8F532f40d84363737858E2C5Fd0C8aB39,0xC4327DC9Ef2511706D233e813b822f196bc027ac",,,,,,,,,
7/6/2023,20237,,Multichain,Mainnet,,,,,"0x9d5765ae1c95c21d4cc3b1d5bba71bad3b012b68,0xefeef8e968a0db92781ac7b3b7c821909ef10c88,0x418ed2554c010a0c63024d1da3a93b4dc26e5bb7,0x622e5f32e9ed5318d3a05ee2932fd3e118347ba0,0x48bead89e696ee93b04913cb0006f35adb844537,0x027f1571aca57354223276722dc7b572a5b05cd8",,,,FN,,,,"0xda80a8c8d5a8fdf0208a6fd01c39af018e400763b1d08f3543f52353345fe62e,0x448f2a6a6c071cdce254937e06305a033538e1aeb9339227d0e59e0458e6185c,0xb9f52d5eb0d67c1038debe8e0f60ed265bd4937db0cfe5ef15b3f1fa28f31f8d,0xbd29fe07555c28527fb0207aa0ac2b67d4afef0426793c35b76d005613477fc4",Jul-06-2023 06:10:35 PM +UTC,,,,,,,,,,,,,"stolen private key exploit, no funding or preparation. No base bot alert during exploitations. Funds still on-chain, no laundering yet (https://etherscan.io/address/0x48bead89e696ee93b04913cb0006f35adb844537)",,,,"0x0a992d191DEeC32aFe36203Ad87D7d289a738F81,0xBd3fa81B58Ba92a82136038B25aDec7066af3155,0x8efd012977DD5C97E959b9e48c04eE5fcd604374,0xC564EE9f21Ed8A2d8E7e76c085740d5e4c5FaFbE",,,,,,,,,
7/7/2023,20237,,LUSD,BSC,,,,,"0x0000004883ab5434202dc9d8d5bfbcd87247dee3,0x724CEFeF59D673359bcA2b5A9DbA47e8Feb30b4D",,,,FN - Beta Detected (reliability issue),,,,0x1eeef7b9a12b13f82ba04a7951c163eb566aa048050d6e9318b725d7bcec6bfa,Jul-07-2023 02:24:46 PM +UTC,,,,,,,,,,,,,"No funding alert, Binance funding(https://bscscan.com/tx/0x5b757f9392fc91d9f3478b5341ec1c936c6bf8b2d32e5c30ecf0acf630bc8da1)
suspicious contract creation alert during preparation (https://explorer.forta.network/alert/0xf583bbaf88fbe98652a243e996929350eaee5791240c40dcdadb55c00fe0f147)
no exploitation alert, flashloan bots should have triggered
no laudering alert(binance laundering)
https://bscscan.com/tx/0x55a44d29511e7990dd79530f0a5df589ecc37f258ebd2004b3afc17bcac79d7c
https://bscscan.com/tx/0xf3a15f278a16ae9fb03b31ca9f9f9ab96468de67666a40498d0dc4a5655bae44",,,,0x3cD632C25A4Db4c1A636cFb23B9285Be1097A60d,,,,,,,,,
7/8/2023,20237,,CivFund,Mainnet,,,,,"0xbf9df575670c739d9bf1424d4913e7244ed3ff66,0xc0ccff0b981b419e6e47560c3659c5f0b00e4985,0xf466f9f431aea853040ef837626b1c59cc963ce2",,,,TP,TP,ATTACK-DETECTOR-2,"Sat, 08 Jul 2023 15:17:58 GMT",0xc42fc0e22a0f60cc299be80eb0c0ddce83c21c14a3dddd8430628011c3e20d6b,Jul-08-2023 02:40:59 AM +UTC,12 hours 36 minutes,45360,,,,,,,There was a contract creation 2 mins before the exploit transaction,Yes,,,,,,,"0x7CAEC5E4a3906d0919895d113F7Ed9b3a0cbf826,0xF169BD68ED72B2fdC3C9234833197171AA000580,0xcB9985eb9433A757841D44ec8fCf5c585781bC44,0xdBED965C57BF74ab4Ba3e3FfaBf715c4B49F8835,0x20776BeB58704bFC6b38aa88D3e1D81c9C1c15E3,0xd26cc7c8d96f6ca5291758d266447f6879a66e16","0xf530a5b26274c38be75d40f161bbf22774846cb7896aa19d677be330ac02ea95,0xf36aba91b097b9c7cef0dc02a9198f570dca44a5eebcb606408c7568241c5de5,0xc6f7df745036197185662e48f6f4f6d7dfabeaf781ab4b4c5802644439948919,0xc3979fb23dcebaab141105f1e1ed1537be7d11c7f0e6ecd422ebb751d90e4b40,0xa018ac9bf6f63c0207cf92e9a2296f7b6f08ad83772ed2acb1cff3ef0c3fafe6,0x8ef4593f1eb1e75a8aa9ddd4ce2108714016e196ca70c738a444cf775a7052a4,0x7d6f7045a32ae82a21255710ca5ace0f2a118d10e89abd839d1611e525a5e518,0x724859c7c18be36bff806e21c3a5ff6734a0696400f93bd4f992e2ca9cda46e1,0x5916a355b4087f5fd3a08f06c5551b64902e4b8a3bba0c4e97e67086715d81d3,0x4f9d52c1e30eef6b08047e2ba6e7e9779d269a6b1030682e646936d0a17abdac,0x45fe375cc2e3364e89bddffe3f20e8372cf18b4c96445106b157f04c096ec236,0x31f6c533993171a24dce5039eff0352008d263f88e7a4ebc6fc01bee9bdc5a8c,0x1912bbae1e5c575e78a6faaec103b00eea845bc02775c36f7c3488394d94377b,0x0d1167653256732f3ff220ab242d8f1a31c1e81f5f87e92eeb71707a44b0a6e9",,,,,,,,
7/9/2023,20237,,Arcadia Finance,Mainnet,,,,,"0x5c75e94dd0ab9c10bfd1b8073dafef031d3c050d,0x56A35FAe9b0416360e1752A9abE78D89F51517CF",,,,TP,TP,ATTACK-DETECTOR-2,"Mon, 10 Jul 2023 01:24:23 GMT","0xefc4ac015069fdf9946997be0459db44c0491221159220be782454c32ec2d651,0x56A35FAe9b0416360e1752A9abE78D89F51517CF",Jul-10-2023 01:21:59 AM +UTC,2 minutes 24 seconds,144,,,,,,,,Yes,,,,,,,"0x00CB53780Ea58503D3059FC02dDd596D0Be926cB,0x046fc9f35EB7Cb165a5e07915d37bF4022b8dE33,0x950A8833b9533A19Fb4D1B2EFC823Ea6835f6d95,0xD2A34731586bD10B645f870f4C9DcAF4F9e3823C,0x2dE7BbAAaB48EAc228449584f94636bb20d63E65,0xC000d75D4221Ba9D7A788C81DCc0A4714B4aE9e5,0x3Ae354d7E49039CcD582f1F3c9e65034fFd17baD,0xD417c28aF20884088F600e724441a3baB38b22cc,0x68847530E93789Cc2e602130f6B53C55E1159Bb9,0x200C24184c50796fB72343C7578b6639F515757E,0x9aa024D3fd962701ED17F76c17CaB22d3dc9D92d,0xEe7403d3f2660928b2B39BAb80A820975520aFe0,0xAF17879139487d9704E61c4C726525F0C1764Be8","0xf230c34c8fdbc3b7f7b4376bc7ce52b21710c7560716334f8f3fcd2af5d2e21c,0xcc2321a579682058f47ddf5992ef87d28104ed33f4a113b160555346b8c3c147,0x8497558838586d7e999b1c3c44ef7cc4883eb86460a8970d744eea423b6211bf,0x6948c621b5a7dc2b76bc629f69fd12cffa9dda3a6516fa81121595ab25a89250,0x4cd35945862a1af4e75a6381668c777687d54622c8db130c1604f92e8507dc79,0x3ed78b1f3ac60f26d1148593c07df2b7895d912d88a35289ae5eff3a35e9776e,0x173673f48242f779f4bd538bd15a2995552439ef1c3e0725b5e32074e0065ba2",,,,,,,,
7/9/2023,20237,,Arcadia Finance,Opt,,,,,"0xd3641c912a6a4c30338787e3c464420b561a9467,0x01a4d9089C243CCaEbE40AA224ad0CaB573B83c6",,,,TP,TP,ATTACK-DETECTOR-2,"Mon, 10 Jul 2023 01:16:17 GMT",0xca7c1a0fde444e1a68a8c2b8ae3fb76ec384d1f7ae9a50d26f8bfdd37c7a0afe,Jul-10-2023 01:16:07 AM +UTC,10 seconds,10,,,,,,,,No Victim,,,,,,,"0x00CB53780Ea58503D3059FC02dDd596D0Be926cB,0x046fc9f35EB7Cb165a5e07915d37bF4022b8dE33,0x950A8833b9533A19Fb4D1B2EFC823Ea6835f6d95,0xD2A34731586bD10B645f870f4C9DcAF4F9e3823C,0x2dE7BbAAaB48EAc228449584f94636bb20d63E65,0xC000d75D4221Ba9D7A788C81DCc0A4714B4aE9e5,0x3Ae354d7E49039CcD582f1F3c9e65034fFd17baD,0xD417c28aF20884088F600e724441a3baB38b22cc,0x68847530E93789Cc2e602130f6B53C55E1159Bb9,0x200C24184c50796fB72343C7578b6639F515757E,0x9aa024D3fd962701ED17F76c17CaB22d3dc9D92d,0xEe7403d3f2660928b2B39BAb80A820975520aFe0,0xAF17879139487d9704E61c4C726525F0C1764Be8","0xa46eed295e1bb0881e47a8b504b41e71b4928d84cb735eb62cb6fb590877339f,0x3427e9a637e7ce9601ebac7dd1007530f4105e4a02b422ed2f7588f45402ae3f,0x2c2d52e5835629ddedbd4bd13e3d37bf089d9bd17b6d85e3bc233ea86e389381,0x0c32083f92dc9e21c4d5beb96c8dac61da2a89962030fadaf9f9f27868dd19f0",,,,,,,,
7/11/2023,20237,,Liberti,Mainnet,,,,,"0xfd2d3ffb05ad00e61e3c8d8701cb9036b7a16d02,0xdfcdb5a86b167b3a418f3909d6f7a2f2873f2969",,,,FN,,,,0xcb0ad9da33ecabf75df0a24aabf8a4517e4a7c5b1b2f11fee3b6a1ad9299a282,Jul-11-2023 07:49:11 AM +UTC,,,,,,,,,,,,,"No base bot alert during funding (0xc41c5412c837f7e53989b7aed99ff95e71486d5cb4ae9046d20472787b3d4254), suspicious contract creation(not ML) alert during preparation (https://explorer.forta.network/alert/0xf47190153acf8c4d436dc93abc93cf0504262d0ff469e947ae0e84e95c499952), NETHFORTA-25,ANOMALOUS-TOKEN-TRANSFERS-TX and Large Profit alerts during exploitation and forta-text-messages alert during messaging.No laundering yet, funds still at attacker's address. No FP or end user alert so attack detector should have alerted",,,,"0x429032A407aed3D5fF84caf38EFF217eB4d322A9,0x74476caE04C5aaf33f60760eD150bf3Fa879a51b,0x2610d161Cb8CEfBB9687Fb4a8ac8E5a6bf440C20","0xbfd6b2d5928be70106fb165edd0fae05d02a537978ffc225209a4a45a9a6ef22,0x9866f666b72c5931dbc3354db672ac2b7e29195c2e256fcd62363d7ba7ad3844,0x54dd4d87d8957e7948ded6a4b8d95ed21f22744c91dc59a3dcb7aee7c24766c9,0x2eefb92b2b2b7fd71c15955917021b8f0b1240680b6e680284c9d1ce4c2dfceb,0x24fd60e18fb405f2a8f78c99c6e0b439a7970235e18ed3c3158091750431ee06,0x1f95e2afb640e5962aa1ac03cbb4f9daf325791de1d2f0f6c89c2a5016bf95fd",,,,,,,,
7/11/2023,20237,,Platypus Finance,Avax,,,,,"0xc64afc460290ed3df848f378621b96cb7179521a,0x16a3c9e492dee1503f46dea84c52c6a0608f1ed8",,,,TP,TP,ATTACK-DETECTOR-2,"Tue, 11 Jul 2023 16:58:31 GMT",0x91957c647a06122616a41fa78570b6dcdfd8e366aaf5b7dd9b36d29f88669742,Jul-11-2023 04:19:32 PM +UTC,39 minutes,2340,,,,,,,,No Victim,,,,,,,"0xbe52548488992Cc76fFA1B42f3A58F646864df45,0x66357dCaCe80431aee0A7507e2E361B7e2402370,0xe0D166DE15665bC4B7185B2e35E847E51316E126,0x39dE4e02F76Dbd4352Ec2c926D8d64Db8aBdf5b2,0xB8E567fc23c39C94a1f6359509D7b43D1Fbed824,0x30C30d826be87Cd0A4b90855C2F38f7FcfE4eaA7,0x4658EA7e9960D6158a261104aAA160cC953bb6ba,0xC828D995C686AaBA78A4aC89dfc8eC0Ff4C5be83,0x81E63d0EEBA2D85609A6b206737e98e39B888F4C,0x8B4A45da5B0705Ae4f47EBeFC180C099345cF57e,0xDeD29DF6b2193B885F45B5F5027ed405291A96C1,0xb3393f4e609c504da770ebc968540784cc4e016c,0x27912AE6Ba9a54219d8287C3540A8969FF35500B,0x91BB10D68C72d64a7cE10482b453153eEa03322C,0x233Ba46B01d2FbF1A31bDBc500702E286d6de218,0x89E9EFD9614621309aDA948a761D364F0236eDEA,0x73256EC7575D999C360c1EeC118ECbEFd8DA7D12,0x22d4002028f537599be9f666d1c4fa138522f9c8,0x5857019c749147EEE22b1Fe63500F237F3c1B692,0xdaCDe03d7Ab4D81fEDdc3a20fAA89aBAc9072CE2,0xB0523f9F473812FB195Ee49BC7d2ab9873a98044,0x68c5f4374228BEEdFa078e77b5ed93C28a2f713E,0xfF6934aAC9C94E1C39358D4fDCF70aeca77D0AB0,0x7125B4211357d7C3a90F796c956c12c681146EbB,0x2Cd5012b5f7cc09bfE0De6C44df32a92D2431232,0x061da45081ACE6ce1622b9787b68aa7033621438,0x1f6B6b505D199B9bd0a6642B8d44533a811598da,0x0d26d103c91f63052fbca88aaf01d5304ae40015,0x909b0ce4fac1a0dca78f8ca7430bbafeeca12871,0xc1daa16e6979c2d1229cb1fd0823491ea44555be,0xAEf735B1E7EcfAf8209ea46610585817Dc0a2E16,0x776628A5C37335608DD2a9538807b9bba3869E14,0xa16bbab03B61810BA8633343D9FfC04B086506B5,0xDEA7bf752Ef25301DbB2e9288338A1a9013EC194,0x6a1340A262BaE9b076a9f8862eBfabea25039e4e,0x2E19709471FB25078dB982DD6b94A8Cb2C29E2Aa,0x06f01502327De1c37076Bea4689a7e44279155e9,0x836648A8cE166Ba7CaFb27F0E6AD21d5C91b7774,0x209a0399A2905900C0d1a9a382fe23e37024dC84,0xc09c12093b037866Bf68C9474EcDb5113160fBcE,0xc7388D98Fa86B6639d71A0A6d410D5cDfc63A1d0,0xFC95481F79eC965A535Ed8cef4630e1dd308d319,0x6FD4b4c38ED80727EcD0d58505565F9e422c965f,0x035D7D7F209B5d18e2AB5C2072E85B32e1D43760,0xF01cEA00598d87Cb9792a01B040d04b0bd8Ca781,0x4E5704991b43C1D33b9Ccd1BC33B211bf068385A,0xC73eeD4494382093C6a7C284426A9a00f6C79939,0xA2A7EE49750Ff12bb60b407da2531dB3c50A1789,0x7716307350c0819eD05C3e7f6c478b27CAED5361,0x4b851118a4A4948799f24d0CBE17FA3dad09e2D5,0x2aD5fC90F95f236F5276E795A5A46381bFE5aa92,0x12141b8FD20b4bBdd5F4e911bF91575258A3eABD,0xad589CFB73922700Dc46cA39CDF83B9618ac91E0,0x542dd5F38fcb3AAb28d6418CF3e1d36329A79aC7,0xa63e0c77D92d9Ee15bBeB0c219D80748605b2Cf6,0x2CC7492Aa8846c834364d2039707c583d4077BCb,0xE08947eE864Af325D9F98743B3b905875Ae0Ec99,0x551C259Bf4D88edFdAbb04179342a73dAa759583,0x027A24Fa0168DA4fC7AF9Bf5331D42692889AFaa,0x979702f708dd794A0e5E616E89C1656a2C55d681,0x551C259Bf4D88edFdAbb04179342a73dAa759583,0x4f734D89531b6c9A1242C196297316E928AEeFBa,0xd78d5f6A5bF62a88212203077D1A28F812307145,0x2DebC993c5f9Cac766Efa3EdCb1b6e40aDb4F6E2,0x6689C9Eb9a8A0Dd8BbD0935Ce0cD7FeD72E8667E","0xe06e39f9c5ec02f8eb27afd405def65c10d9d0d0b407735df43ac596b80ad77e,0xccb63dbb46339eaf69cbef24b4088da974f780e163c3496e95579bd095911109,0xc707fc751e1af18dbe5ffec2b72e650ef603eb48751d11b29755ee6d63f6a33a,0xb44945b9053d8a6234d8ff00bb9cc56f292e85f624c7d46496dc5ecfdcc225bb,0xa748c9759fe9eb36dc37a6c98c092c04e1b4a556d221f4ada032ed651b31b261,0x9e83ff2ad0da036c1eee9048786e388c1b0c3a35d8cab33175a39955282b2c1f,0x884ed9f7992bf99a18aec94756fb452fb35c1fbe01b79c06e32f81c35ce6d826,0x75bc398440960cc4a6d4fbd4525fd290e149f03f146981907f7e35ce61441fdc.0x70f6ec3f1fb350877b793fcc3ce43047ac9fed7203b17ac9d29b979a99972519,0x1bbd7b9a3188da03ff4bc1e47a0695bc1dfb7d138c3970c131231375de81577b,0x1b08293ce736e44a39dddeda1ed98c7799d8e519896d1864755794bffcebac15,0x1637ac12aa594179efdf85b8302d44c38f6a9f40148d86ffa7fd0f24c65dff7d,0x052e52e1d55327fc1aef52bc6b532eccc7fe7fc750aa0bfd7f9c00693fc49a42",,,,,,,,
7/11/2023,20237,,Rodeo Finance,Arb,,,,,"0x2f3788f2396127061c46fc07bd0fcb91faace328,0xe9544ee39821f72c4fc87a5588522230e340aa54",,,,FN (beta detected - FP Mitigated),,,,0xb1be5dee3852c818af742f5dd44def285b497ffc5c2eda0d893af542a09fb25a,Jul-11-2023 07:45:25 AM +UTC,,,,,,,,,,,,,"No base bot alert during funding(tx-https://arbiscan.io/tx/0x0ba649bc75a28f786288fc9c618269e9a4c9e1572770a9de73b9e47a4f405723). No base bot alert during preparation (tx - https://arbiscan.io/tx/0x3eace33baf649103e091a49a9aa3c2f06747728be3665785d06efe90ef531d86). Flashloan and large profit alert during exploitation(tx - https://arbiscan.io/tx/0x3eace33baf649103e091a49a9aa3c2f06747728be3665785d06efe90ef531d86). Attacker Bridged funds with Across protocol to mainnet, LARGE-TRANSFER-OUT alert (https://explorer.forta.network/alert/0x05f1ffeb83d81fce2b655584978112979e49900240e748be7eea045648f460d9).Attack detector would have triggered but was fp mitigated (https://explorer.forta.network/alert/0x635fe9d4473a96127c76233c908368b32e189f9cc2491edc10ed6c6e847d0f75)",,,,"0x8accf43Dd31DfCd4919cc7d65912A475BfA60369,0x6f456005A7CfBF0228Ca98358f60E6AE1d347E18,0x5e4d7F61cC608485A2E4F105713D26D58a9D0cF6,0x0032F5E1520a66C6E572e96A11fBF54aea26f9bE,0x3D288C83b6030f86d83E5C8Dc4150382004471A8,0xaB7d6293CE715F12879B9fa7CBaBbFCE3BAc0A5a,0x9D6A853Da8BF51386240Ad1ed19E13C48dF3a2A7,0x45a58482c3B8Ce0e8435E407fC7d34266f0A010D,0x5180Dce8F532f40d84363737858E2C5Fd0C8aB39,0xC4327DC9Ef2511706D233e813b822f196bc027ac,0x033f193b3Fceb22a440e89A2867E8FEE181594D9,",,,,,,,,,
7/12/2023,20237,,Ethscriptions,Mainnet,,,,,0x8558db5f3f9201492028fad05087b6a1d9c11273,,,,FN,,,,0x419b19c6f6375b6ec4bf07dd2c0b0dd8178fbc1db2aaaaa020e607b27929cd22,Jul-12-2023 03:32:59 AM +UTC,,,,,,,,,,,,,"Attack didn't follow the usual pattern of funding, preparation etc. just exploitation by withdrawing ethscriptions from marketplace contract. ",,,,0x3ca843b98a2fe8ef69bb0f169afad3812c275f5e,,,,,,,,,
7/17/2023,20237,,NewFi,BSC,,,,,"0x3a10408fd7a2b2a43bd14a17c0d4568430b93132,0x18703A4fD7b3688607AbF25424B6Ab304DEf2512",,,,TP,TP,ATTACK-DETECTOR-2,"Mon, 17 Jul 2023 14:00:38 GMT",0x557628123d137ea49564e4dccff5f5d1e508607e96dd20fe99a670519b679cb5,Jul-17-2023 02:00:19 PM +UTC,19 seconds,19,,,,,,,,No Victim,,,,,,,0xB8dC09Eec82CaB2E86C7EdC8DD5882dd92d22411,"0xbc693bea97e2db6c9d055cde1e88839b863a69e70079aaaed87e6152e36f9af6,0x3c93a94b4915a61e7ed9659fe832889daf916c915e2731a994940aeaeaed5ea8",,,,,,,,
7/18/2023,20237,,BNO,BSC,,,,,"0xdc109426972ae14d5b3d7e91b47d42ff1fd3c8cc,0xa6566574edc60d7b2adbacedb71d5142cf2677fb",,,,FN,,,,0x33fed54de490797b99b2fc7a159e43af57e9e6bdefc2c2d052dc814cfe0096b9,Jul-18-2023 12:55:37 AM +UTC,,,,,,,,,,,,,"tornando cash funding(no funding base bot alert, example tx - 0x29f311cb61aea2ed2a43537e57fac6b99206ed876278565fb7e8130e23988725), no alert from preparation base bots during attack contract deployment (tx0x731b87a416bbf645a453f0617d6e4ff2388c04d8bcf2864722b20ae7dd2b34bf), high gas
use alert during exploitation (https://explorer.forta.network/alert/0x04013d0d9abf5a79d3b4a022f5d8b7a06380d0ee190f468a2d56caf4bc34ece2). No laundering yet, funds still onchain at 0xdc109426972ae14d5B3D7e91B47D42fF1fd3C8cc",,,,"0xdCA503449899d5649D32175a255A8835A03E4006,0xa4dBc813F7E1bf5827859e278594B1E0Ec1F710F,0x4B9c234779A3332b74DBaFf57559EC5b4cB078BD",,,,,,,,,
7/18/2023,20237,,ApeDAO,BSC,,,,,"0x10703f7114dce7beaf8d23cde4bf72130bb0f56a,0x45aa258ad08eeeb841c1c02eca7658f9dd4779c0",,,,TP,TP,ATTACK-DETECTOR-2,"Tue, 18 Jul 2023 14:01:48 GMT",0x8d35dfd9968ce61fb969ffe8dcc29eeeae864e466d2cb0b7d26ce63644691994,Jul-18-2023 02:01:37 PM +UTC,11 seconds ,11,,,,,,,,No Victim,,,,,,,"0xB47955B5B7EAF49C815EBc389850eb576C460092, 0xee2a9D05B943C1F33f3920C750Ac88F74D0220c3","0xff4676ef8bfd3eae14610e8033fffb730db53743ea4c8cd097676b5dbc6f0c31,0x7e6789b7ced823162c794643054f463331a46c1190ff681f1e61bc668eaa600f",,,,,,,,
7/20/2023,20237,,FFIST,BSC,,,,,"0xcc8617331849962c27f91859578dc91922f6f050,0xe84ef3615b8df94c52e5b6ef21acbf0039b29113",,,,TP,TP,ATTACK-DETECTOR-2,"Thu, 20 Jul 2023 00:42:18 GMT",0x199c4b88cab6b4b495b9d91af98e746811dd8f82f43117c48205e6332db9f0e0,Jul-20-2023 12:07:06 AM +UTC,35 minutes 12 seconds,2112,,,,,,,,Yes,,,,,,,"0x80121DA952A74c06adc1d7f85A237089b57AF347,0x7a3adf2f6b239e64dab1738c695cf48155b6e152","0xcd03c6e1b775bcaffbddf3c3149429b44f14c679575fac3d8b90253f216565bd,0xace8119c9e48ab34398da944a2ec6c326b17e06baee2ea0e09d1d17d337fb2d9,0x98dd919c80af9628be0c309747dc0703c8c0f3858d397a6030f1c3a50a6c231e,0x8166b874fbb7138e2fab3472186b72c1463fb1f0c606f0336f2e8ba0f8d5d1a1,0x6d0319215e4e4313f60fbfeaa4b32b4c2a34baa5984ac532215db4af8df2e349,0x32809a652438020809a3323b1a1f9d321d85f2b94f82c190afcf2a31552a591f,0x18e089da7d9650d54b099503828ba9c0d16754e7a8702cc827d53c9687c49e46,0x0cc480ed0e0826f4da292e968705667cbe8df7eb3db96c7e50ed7945b57f145b",,,,,,,,
7/21/2023,20237,,Irena,BSC,,,,,"0x59e143d1ee59abea79be7d8a6bc8524588123456,0xE70d716BDe81575D372EA329800D953C5dD0b3E9",,,,FN,,,,0xd0f743b22111a13aa4be9fbba515ca53a301b21c7f744ec8c313dd0a25767779,Jul-21-2023 07:11:13 AM +UTC,,,,,,,,,,,,,"Triggered Suspicious Contract Creation alert and ice-phishing-suspicious-transfer. Both are classified in the same stage(preparation) so bot didn't trigger. The suspicious transfer happened in exploitation though.Money laundering through binance.
[chriseif] - what about funding?",,,,"0x9eeB6c5ff183E6001c65a12D70026b900AE76781,0xdDD165504E22B4E8b18F2E0954FC90BD30F01117,0xd9693D41E577064Df9D7e90fe3D000825ceB947d",,,,,,,,,
